"","country","company_name","raw_place","norm_place","raw_pay","norm_pay","ratio_pay"
"89","Azerbaijan","Ali-Bairamli Oil Ltd",5,0.161290322580645,3440000,0.00126023880421165,4.67642380112358e-05
"90","Azerbaijan","BP Shafag-Asiman Limited",6,0.193548387096774,5540000,0.00202957063236412,7.5312174006467e-05
"91","Azerbaijan","CNPC",7,0.225806451612903,8740000,0.00320188579907263,0.000118813790761105
"92","Azerbaijan","Fortunamate Assets Limited",8,0.258064516129032,11940000,0.00437420096578115,0.000162315407515743
"93","Azerbaijan","Shirvan İnvestment Limited",9,0.290322580645161,15440000,0.00565642067936859,0.000209895300841128
"94","Azerbaijan","AzGerneft",10,0.32258064516129,20793728,0.0076177508458786,0.000282675245736308
"95","Azerbaijan","Azen Oil Company B.V.",11,0.354838709677419,26893728,0.00985247663241671,0.000365600202674836
"96","Azerbaijan","State Oil Fund of Azerbaijan Republic (SOFAZ) - tax payer",12,0.387096774193548,33493728,0.012270376663753,0.000455322287231277
"97","Azerbaijan","Karasu Development Company",13,0.419354838709677,45793728,0.0167764630857889,0.000622531626631917
"98","Azerbaijan","Novatis Oil F.Z.E.",14,0.451612903225806,59993728,0.0219786116380579,0.000815570050980623
"99","Azerbaijan","UGE-LANCER PTE.LTD",15,0.483870967741935,77993728,0.0285728844507933,0.00106026664522546
"100","Azerbaijan","ONGC Videsh Limited",16,0.516129032258065,100193728,0.0367058209198337,0.00136205911146076
"101","Azerbaijan","Azerbaijan (Shah Deniz) Limited",17,0.548387096774194,136593728,0.050040905941143,0.00185689000204477
"102","Azerbaijan","Turkish Petroleum Overseas Company Ltd",18,0.580645161290323,176333728,0.0645995949177044,0.00239712570511643
"103","Azerbaijan","Total E & P Azerbaijan B.V",19,0.612903225806452,218473728,0.0800375202692972,0.00296998762075407
"104","Azerbaijan","Lukoil Overseas Shah-Deniz Ltd",20,0.645161290322581,268413728,0.098332963839742,0.00364888472723114
"105","Azerbaijan","Itochu Oil Exploration (Azerbaijan) Inc.",21,0.67741935483871,331013728,0.121266379288477,0.00449988510499374
"106","Azerbaijan","Statoil Shah Deniz A.S",22,0.709677419354839,400613728,0.146764234164388,0.00544604526940712
"107","Azerbaijan","BP Exploration (Azerbaijan) Limited",23,0.741935483870968,473113728,0.173324499660127,0.00643162877400438
"108","Azerbaijan","Turkish Petroleum A.O",24,0.774193548387097,567813728,0.208017701624907,0.00771900474483695
"109","Azerbaijan","Exxon Azerbaijan Limited",25,0.806451612903226,688213728,0.252126059772315,0.00935575307523021
"110","Azerbaijan","Statoil Apsheron A.S",26,0.838709677419355,830713728,0.304330719539804,0.0112929344463352
"111","Azerbaijan","Inpex Southwest Caspian Sea, Ltd.",27,0.870967741935484,997313728,0.365364377906566,0.0135577373686235
"112","Azerbaijan","Chevron Khazar Ltd.",28,0.903225806451613,1164813728,0.426727749913965,0.0158347751206241
"113","Azerbaijan","Azerbaijan (ACG) Limited",29,0.935483870967742,1335613728,0.489300071937032,0.0181566739149029
"114","Azerbaijan","BP Exploration (Caspian Sea) Limited",30,0.967741935483871,1888213728,0.691744247288009,0.0256688593582194
"115","Azerbaijan","State Oil Company of Azerbaijan Republic (SOCAR)",31,1,2729641389,1,0.0371074417443361
"116","Burkina Faso","",0,0,0,0,0
"117","Burkina Faso","Métaux SAV'OR",1,0.0344827586206897,30,7.51233224461276e-08,2.51451237947054e-09
"118","Burkina Faso","GEP MINES",2,0.0689655172413793,372,9.31529198331982e-07,3.11799535054348e-08
"119","Burkina Faso","Pinsapo Gold",3,0.103448275862069,22356,5.59818998868543e-05,1.87381462518145e-06
"120","Burkina Faso","Newmont Ventures LTD",4,0.137931034482759,45113,0.000112967948183738,3.78123989916849e-06
"121","Burkina Faso","AMPELLA MINING",5,0.172413793103448,92308,0.000231149454945238,7.73698695747223e-06
"122","Burkina Faso","Essakane Exploration SARL",6,0.206896551724138,147661,0.000369759497190588,1.23765137488333e-05
"123","Burkina Faso","SAV'OR",7,0.241379310344828,203904,0.00051059819800184,1.70906377407854e-05
"124","Burkina Faso","Stremco SA",8,0.275862068965517,365760,0.000915903547263187,3.06569349305049e-05
"125","Burkina Faso","Wentworth Gold SARL",9,0.310344827586207,590212,0.00147795621291913,4.9469846017069e-05
"126","Burkina Faso","JILBEY BURKINA SARL",10,0.344827586206897,926718,0.00232060450435435,7.76747961092728e-05
"127","Burkina Faso","Wura Ressources",11,0.379310344827586,1294102,0.00324057472747262,0.000108467849976586
"128","Burkina Faso","OREZONE INC SARL",12,0.413793103448276,1726250,0.00432272117908759,0.000144689233168701
"129","Burkina Faso","Riverstone Resources INC.",13,0.448275862068966,2181784,0.00546342876466007,0.000182870762577692
"130","Burkina Faso","HIGH RIVER GOLD MINES (WA)",14,0.482758620689655,2651822,0.0066404559725245,0.000222267974905078
"131","Burkina Faso","Pan African Minerals",15,0.517241379310345,3200071,0.00801333218611673,0.000268220604822823
"132","Burkina Faso","Roxgold Burkina Faso",16,0.551724137931034,3885247,0.00972908877212833,0.000325650055960027
"133","Burkina Faso","KIAKA GOLD",17,0.586206896551724,4653705,0.0116533927094719,0.000390059961096799
